# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 200
19 180 5983 0.000133352 0.000104257 0.000111104
20 190 5982 0.000124571 9.46615e-05 0.000104201
21 200 5981 0.000117479 8.48299e-05 9.73889e-05
22 210 5980 0.00011013 7.46426e-05 9.23463e-05
23 220 5979 0.000102828 6.49883e-05 8.91736e-05
24 230 5978 9.71977e-05 5.81862e-05 8.65874e-05
25 240 5977 9.36758e-05 5.53854e-05 8.34626e-05
26 250 5976 9.0961e-05 5.47248e-05 7.87569e-05
27 260 5975 8.76317e-05 5.33533e-05 7.18104e-05
28 270 5974 8.36863e-05 5.01013e-05 6.42099e-05
29 280 5973 8.03268e-05 4.56484e-05 5.89095e-05
30 290 5972 7.8545e-05 4.1375e-05 5.64711e-05
31 300 5971 7.82828e-05 3.81747e-05 5.46185e-05
32 310 5970 7.87825e-05 3.57107e-05 5.1687e-05
33 320 5969 7.9061e-05 3.31649e-05 4.84377e-05
34 330 5968 7.85507e-05 3.03547e-05 4.56875e-05
35 340 5967 7.77347e-05 2.78145e-05 4.28417e-05
36 350 5966 7.70255e-05 2.64655e-05 3.94922e-05
37 360 5965 7.58322e-05 2.72617e-05 3.60556e-05
38 370 5964 7.35419e-05 3.0657e-05 3.30421e-05
39 380 5963 7.07429e-05 3.57267e-05 3.07647e-05
40 390 5962 6.85918e-05 4.02591e-05 2.92834e-05
41 400 5961 6.70117e-05 4.23943e-05 2.8407e-05
42 410 5960 6.49089e-05 4.18617e-05 2.82105e-05
43 420 5959 6.20976e-05 3.97202e-05 2.88117e-05
44 430 5958 5.97371e-05 3.71891e-05 2.96133e-05
45 440 5957 5.86792e-05 3.51054e-05 3.0039e-05
46 450 5956 5.82325e-05 3.39613e-05 3.06106e-05
47 460 5955 5.67362e-05 3.38956e-05 3.17428e-05
48 470 5954 5.3343e-05 3.42583e-05 3.25398e-05
49 480 5953 4.92966e-05 3.40659e-05 3.19064e-05
50 490 5952 4.63442e-05 3.35283e-05 2.94113e-05
51 500 5951 4.44839e-05 3.3742e-05 2.46985e-05
52 510 5950 4.24344e-05 3.46003e-05 1.79721e-05
53 520 5949 3.91245e-05 3.45968e-05 1.13514e-05
54 530 5948 3.36845e-05 3.33682e-05 7.94141e-06
55 540 5947 2.54331e-05 3.2805e-05 8.64407e-06
56 550 5946 1.52308e-05 3.43338e-05 1.09136e-05
57 560 5945 5.27854e-06 3.65928e-05 1.19324e-05
58 570 5944 -2.29389e-06 3.69504e-05 1.18673e-05
59 580 5943 -6.19894e-06 3.49e-05 1.23213e-05
60 590 5942 -7.17669e-06 3.2973e-05 1.34607e-05
61 600 5941 -7.9723e-06 3.34458e-05 1.44083e-05
62 610 5940 -1.09338e-05 3.55913e-05 1.53342e-05
63 620 5939 -1.62207e-05 3.70422e-05 1.77661e-05
64 630 5938 -2.22878e-05 3.66897e-05 2.29938e-05
65 640 5937 -2.73215e-05 3.5679e-05 3.02826e-05
66 650 5936 -3.01693e-05 3.54271e-05 3.70598e-05
67 660 5935 -3.0861e-05 3.61267e-05 4.13228e-05
68 670 5934 -3.03355e-05 3.74928e-05 4.31613e-05
69 680 5933 -2.94782e-05 3.93834e-05 4.35106e-05
70 690 5932 -2.8707e-05 4.15565e-05 4.237e-05
71 700 5931 -2.83144e-05 4.38313e-05 3.90517e-05
72 710 5930 -2.82756e-05 4.56316e-05 3.39168e-05
73 720 5929 -2.8279e-05 4.54693e-05 2.8811e-05
74 730 5928 -2.84992e-05 4.26354e-05 2.51257e-05
75 740 5927 -2.94848e-05 3.86844e-05 2.22052e-05
76 750 5926 -3.17237e-05 3.60254e-05 1.85637e-05
77 760 5925 -3.49694e-05 3.54313e-05 1.38836e-05
78 770 5924 -3.79882e-05 3.61136e-05 8.96623e-06
79 780 5923 -3.96462e-05 3.74759e-05 4.11776e-06
80 790 5922 -3.99947e-05 3.91708e-05 -8.46563e-07
81 800 5921 -3.9814e-05 4.01092e-05 -5.93602e-06
82 810 5920 -3.92807e-05 3.91229e-05 -1.05639e-05
83 820 5919 -3.76561e-05 3.66813e-05 -1.40808e-05
84 830 5918 -3.43752e-05 3.44167e-05 -1.66932e-05
85 840 5917 -3.01921e-05 3.29428e-05 -1.82479e-05
86 850 5916 -2.68543e-05 3.15807e-05 -1.7446e-05
87 860 5915 -2.5813e-05 3.01702e-05 -1.40778e-05
88 870 5914 -2.68362e-05 2.9895e-05 -1.03314e-05
89 880 5913 -2.81997e-05 3.14044e-05 -8.49454e-06
90 890 5912 -2.80835e-05 3.29234e-05 -8.91973e-06
91 900 5911 -2.53443e-05 3.25488e-05 -1.07359e-05
92 910 5910 -2.05812e-05 3.17687e-05 -1.28352e-05
93 920 5909 -1.58626e-05 3.38776e-05 -1.36149e-05
94 930 5908 -1.21717e-05 3.92231e-05 -1.26497e-05
95 940 5907 -8.3411e-06 4.49422e-05 -1.20989e-05
96 950 5906 -2.88632e-06 4.86601e-05 -1.37961e-05
97 960 5905 4.05386e-06 5.00493e-05 -1.61573e-05
98 970 5904 1.11346e-05 4.96775e-05 -1.60221e-05
99 980 5903 1.76546e-05 4.82461e-05 -1.29076e-05
100 990 5902 2.35773e-05 4.67266e-05 -9.6083e-06
101 1000 5901 2.78487e-05 4.60988e-05 -8.68321e-06
102 1010 5900 2.92727e-05 4.63966e-05 -9.73251e-06
103 1020 5899 2.87832e-05 4.66253e-05 -1.0162e-05
104 1030 5898 2.90153e-05 4.59499e-05 -8.06932e-06
105 1040 5897 3.11632e-05 4.44858e-05 -4.22138e-06
106 1050 5896 3.27979e-05 4.298e-05 -9.81361e-07
107 1060 5895 3.07659e-05 4.18417e-05 6.45749e-07
108 1070 5894 2.53433e-05 4.04631e-05 1.33026e-06
109 1080 5893 1.9542e-05 3.77121e-05 1.22712e-06
110 1090 5892 1.59453e-05 3.31791e-05 1.16122e-07
111 1100 5891 1.48932e-05 2.80932e-05 -1.10247e-06
112 1110 5890 1.46385e-05 2.43342e-05 -1.89438e-06
113 1120 5889 1.29657e-05 2.22483e-05 -3.79664e-06
114 1130 5888 9.25216e-06 2.04839e-05 -8.30816e-06
115 1140 5887 5.05646e-06 1.79734e-05 -1.41457e-05
116 1150 5886 2.18093e-06 1.49628e-05 -1.81914e-05
117 1160 5885 8.5437e-07 1.23971e-05 -1.95076e-05
118 1170 5884 9.74222e-07 1.07391e-05 -2.01876e-05
119 1180 5883 3.14077e-06 9.7422e-06 -2.18294e-05
120 1190 5882 7.01771e-06 8.94165e-06 -2.36653e-05
121 1200 5881 1.12299e-05 7.60164e-06 -2.43096e-05
122 1210 5880 1.54951e-05 5.17012e-06 -2.35943e-05
123 1220 5879 2.05967e-05 2.40271e-06 -2.21317e-05
124 1230 5878 2.62836e-05 4.86723e-07 -2.06843e-05
125 1240 5877 3.1781e-05 -7.84176e-07 -2.01173e-05
126 1250 5876 3.74102e-05 -2.16861e-06 -2.08415e-05
127 1260 5875 4.35432e-05 -3.84874e-06 -2.2051e-05
128 1270 5874 4.90752e-05 -6.12815e-06 -2.18545e-05
129 1280 5873 5.2457e-05 -9.38097e-06 -1.93462e-05
130 1290 5872 5.33618e-05 -1.37953e-05 -1.65415e-05
131 1300 5871 5.29103e-05 -2.00104e-05 -1.698e-05
132 1310 5870 5.23145e-05 -2.82844e-05 -2.17717e-05
133 1320 5869 5.21918e-05 -3.68074e-05 -2.76256e-05
134 1330 5868 5.31645e-05 -4.28219e-05 -3.0062e-05
135 1340 5867 5.56567e-05 -4.52992e-05 -2.80848e-05
136 1350 5866 5.91297e-05 -4.54886e-05 -2.45463e-05
137 1360 5865 6.20963e-05 -4.52831e-05 -2.23972e-05
138 1370 5864 6.28565e-05 -4.53024e-05 -2.20713e-05
139 1380 5863 6.0958e-05 -4.44332e-05 -2.2324e-05
140 1390 5862 5.81929e-05 -4.12879e-05 -2.2189e-05
141 1400 5861 5.75277e-05 -3.66634e-05 -2.16626e-05
142 1410 5860 6.09551e-05 -3.3662e-05 -2.09374e-05
143 1420 5859 6.81592e-05 -3.42163e-05 -2.02167e-05
144 1430 5858 7.69955e-05 -3.65571e-05 -1.98416e-05
145 1440 5857 8.51054e-05 -3.69208e-05 -2.00433e-05
146 1450 5856 9.08795e-05 -3.35723e-05 -2.04488e-05
147 1460 5855 9.40263e-05 -2.82464e-05 -2.03327e-05
148 1470 5854 9.58569e-05 -2.38048e-05 -1.95519e-05
149 1480 5853 9.84226e-05 -2.2066e-05 -1.88547e-05
150 1490 5852 0.000102467 -2.3195e-05 -1.89746e-05
151 1500 5851 0.000106266 -2.56358e-05 -1.9181e-05
152 1510 5850 0.000107533 -2.75739e-05 -1.77767e-05
153 1520 5849 0.000106115 -2.87506e-05 -1.43174e-05
154 1530 5848 0.000103839 -3.00404e-05 -9.79865e-06
155 1540 5847 0.000101924 -3.18684e-05 -4.40343e-06
156 1550 5846 9.97192e-05 -3.40204e-05 3.22121e-06
157 1560 5845 9.63457e-05 -3.66008e-05 1.37835e-05
158 1570 5844 9.28899e-05 -3.97428e-05 2.58194e-05
159 1580 5843 9.11286e-05 -4.23715e-05 3.68156e-05
160 1590 5842 9.01716e-05 -4.28958e-05 4.45839e-05
161 1600 5841 8.69223e-05 -4.08576e-05 4.81478e-05
162 1610 5840 8.04286e-05 -3.67058e-05 4.88831e-05
163 1620 5839 7.36815e-05 -3.10169e-05 4.98211e-05
164 1630 5838 6.96006e-05 -2.44993e-05 5.24952e-05
165 1640 5837 6.75354e-05 -1.84683e-05 5.53748e-05
166 1650 5836 6.51699e-05 -1.41201e-05 5.62697e-05
167 1660 5835 6.16124e-05 -1.12435e-05 5.49851e-05
168 1670 5834 5.80719e-05 -8.6608e-06 5.27314e-05
169 1680 5833 5.60777e-05 -6.25762e-06 5.03496e-05
170 1690 5832 5.471e-05 -6.13226e-06 4.84555e-05
171 1700 5831 5.13868e-05 -9.92083e-06 4.8209e-05
172 1710 5830 4.51659e-05 -1.5391e-05 5.0468e-05
173 1720 5829 3.77709e-05 -1.82797e-05 5.43696e-05
174 1730 5828 3.19641e-05 -1.74213e-05 5.75594e-05
175 1740 5827 2.96907e-05 -1.56302e-05 5.84565e-05
176 1750 5826 3.0094e-05 -1.53638e-05 5.7468e-05
177 1760 5825 2.98405e-05 -1.61045e-05 5.55567e-05
178 1770 5824 2.6772e-05 -1.68363e-05 5.32748e-05
179 1780 5823 2.1939e-05 -1.77037e-05 5.09813e-05
180 1790 5822 1.79652e-05 -1.82386e-05 4.87935e-05
181 1800 5821 1.65857e-05 -1.71714e-05 4.66683e-05
182 1810 5820 1.75934e-05 -1.48579e-05 4.43301e-05
183 1820 5819 1.98678e-05 -1.35887e-05 4.11619e-05
184 1830 5818 2.31724e-05 -1.44516e-05 3.76575e-05
185 1840 5817 2.79443e-05 -1.58491e-05 3.56597e-05
186 1850 5816 3.30987e-05 -1.61508e-05 3.55453e-05
187 1860 5815 3.64972e-05 -1.58918e-05 3.51729e-05
188 1870 5814 3.76546e-05 -1.63599e-05 3.31883e-05
189 1880 5813 3.81138e-05 -1.74732e-05 3.11676e-05
190 1890 5812 3.91112e-05 -1.82983e-05 3.06762e-05
191 1900 5811 4.01324e-05 -1.87145e-05 3.09079e-05
192 1910 5810 4.01849e-05 -1.91101e-05 3.04661e-05
193 1920 5809 3.92857e-05 -1.95896e-05 2.9457e-05
194 1930 5808 3.81508e-05 -2.08805e-05 2.90836e-05
195 1940 5807 3.77129e-05 -2.41173e-05 2.98613e-05
196 1950 5806 3.89247e-05 -2.90411e-05 3.06906e-05
197 1960 5805 4.15158e-05 -3.40767e-05 3.00894e-05
198 1970 5804 4.32201e-05 -3.80613e-05 2.82108e-05
199 1980 5803 4.16279e-05 -4.0798e-05 2.6341e-05
200 1990 5802 3.70926e-05 -4.23683e-05 2.46998e-05
62000 200
1 0 6201 0.000738052 0.000720635 0.000700528
2 10 6200 0.000692551 0.000676986 0.000654861
3 20 6199 0.00059548 0.000583271 0.000556927
4 30 6198 0.0005105 0.000501183 0.000471219
5 40 6197 0.000459507 0.000452028 0.000420073
6 50 6196 0.000425035 0.000419247 0.00038648
7 60 6195 0.000388131 0.000383849 0.000351186
8 70 6194 0.000347486 0.000342851 0.000310912
9 80 6193 0.000311538 0.00030342 0.000271806
10 90 6192 0.000284359 0.000270913 0.000238303
11 100 6191 0.000262667 0.000244787 0.000210754
12 110 6190 0.000241933 0.000221614 0.000188106
13 120 6189 0.000221242 0.000199208 0.000169053
14 130 6188 0.000202951 0.000177872 0.000152303
15 140 6187 0.00018847 0.000159082 0.000137746
16 150 6186 0.000175987 0.000143898 0.000126457
17 160 6185 0.000162999 0.000132068 0.00011874
18 170 6184 0.000149242 0.000122114 0.000113186
19 180 6183 0.000136743 0.00011253 0.000108065
20 190 6182 0.00012717 0.000102932 0.000102812
21 200 6181 0.000119683 9.34429e-05 9.82094e-05
22 210 6180 0.000112393 8.3721e-05 9.50465e-05
23 220 6179 0.000105147 7.42332e-05 9.28518e-05
24 230 6178 9.94529e-05 6.72968e-05 9.0558e-05
25 240 6177 9.61074e-05 6.44648e-05 8.77097e-05
26 250 6176 9.4192e-05 6.40421e-05 8.38421e-05
27 260 6175 9.19891e-05 6.30324e-05 7.82817e-05
28 270 6174 8.87861e-05 6.01835e-05 7.20142e-05
29 280 6173 8.55261e-05 5.62422e-05 6.73938e-05
30 290 6172 8.36557e-05 5.25011e-05 6.48671e-05
31 300 6171 8.36154e-05 4.9595e-05 6.25733e-05
32 310 6170 8.47064e-05 4.71313e-05 5.93235e-05
33 320 6169 8.5699e-05 4.45737e-05 5.59148e-05
34 330 6168 8.57915e-05 4.19892e-05 5.3041e-05
35 340 6167 8.54431e-05 3.9773e-05 5.00353e-05
36 350 6166 8.51442e-05 3.8492e-05 4.63143e-05
37 360 6165 8.42029e-05 3.90094e-05 4.20992e-05
38 370 6164 8.17985e-05 4.2011e-05 3.79866e-05
39 380 6163 7.83636e-05 4.67561e-05 3.46405e-05
40 390 6162 7.51128e-05 5.09922e-05 3.25584e-05
41 400 6161 7.24696e-05 5.27318e-05 3.17937e-05
42 410 6160 6.98941e-05 5.16863e-05 3.21003e-05
43 420 6159 6.71612e-05 4.90472e-05 3.3144e-05
44 430 6158 6.48422e-05 4.61374e-05 3.42083e-05
45 440 6157 6.31933e-05 4.38348e-05 3.4722e-05
46 450 6156 6.14077e-05 4.27408e-05 3.52162e-05
47 460 6155 5.83045e-05 4.30693e-05 3.63403e-05
48 470 6154 5.35746e-05 4.40185e-05 3.75925e-05
49 480 6153 4.84669e-05 4.42375e-05 3.78618e-05
50 490 6152 4.43076e-05 4.36834e-05 3.62942e-05
51 500 6151 4.0852e-05 4.362e-05 3.21458e-05
52 510 6150 3.70899e-05 4.43011e-05 2.54905e-05
53 520 6149 3.25223e-05 4.43681e-05 1.85821e-05
54 530 6148 2.65061e-05 4.3351e-05 1.4802e-05
55 540 6147 1.79724e-05 4.29921e-05 1.52258e-05
56 550 6146 7.38245e-06 4.4734e-05 1.73112e-05
57 560 6145 -3.054e-06 4.72681e-05 1.81095e-05
58 570 6144 -1.09497e-05 4.78403e-05 1.76514e-05
59 580 6143 -1.48323e-05 4.579e-05 1.75863e-05
60 590 6142 -1.55205e-05 4.3789e-05 1.82596e-05
61 600 6141 -1.60138e-05 4.4434e-05 1.88311e-05
62 610 6140 -1.88768e-05 4.70924e-05 1.92623e-05
63 620 6139 -2.42208e-05 4.91945e-05 2.09832e-05
64 630 6138 -3.02788e-05 4.94126e-05 2.54597e-05
65 640 6137 -3.51308e-05 4.87603e-05 3.22699e-05
66 650 6136 -3.76237e-05 4.85543e-05 3.9052e-05
67 660 6135 -3.78601e-05 4.9095e-05 4.38331e-05
68 670 6134 -3.68973e-05 5.03972e-05 4.6448e-05
69 680 6133 -3.55333e-05 5.24417e-05 4.73231e-05
70 690 6132 -3.38904e-05 5.47382e-05 4.62687e-05
71 700 6131 -3.21383e-05 5.67315e-05 4.29623e-05
72 710 6130 -3.04522e-05 5.78661e-05 3.80896e-05
73 720 6129 -2.88036e-05 5.71379e-05 3.33947e-05
74 730 6128 -2.74689e-05 5.41478e-05 3.00773e-05
75 740 6127 -2.71038e-05 5.02105e-05 2.74416e-05
76 750 6126 -2.82332e-05 4.72956e-05 2.40452e-05
77 760 6125 -3.02526e-05 4.61547e-05 1.94801e-05
78 770 6124 -3.16244e-05 4.6387e-05 1.43881e-05
79 780 6123 -3.16534e-05 4.75708e-05 9.14326e-06
80 790 6122 -3.12933e-05 4.91072e-05 3.7593e-06
81 800 6121 -3.15326e-05 4.97173e-05 -1.5581e-06
82 810 6120 -3.17926e-05 4.84555e-05 -6.17225e-06
83 820 6119 -3.04649e-05 4.60494e-05 -9.56643e-06
84 830 6118 -2.6791e-05 4.39946e-05 -1.20582e-05
85 840 6117 -2.19166e-05 4.25703e-05 -1.3617e-05
86 850 6116 -1.80744e-05 4.09021e-05 -1.30338e-05
87 860 6115 -1.68443e-05 3.88149e-05 -9.99419e-06
88 870 6114 -1.76793e-05 3.76235e-05 -6.37687e-06
89 880 6113 -1.8685e-05 3.82289e-05 -4.24868e-06
90 890 6112 -1.84539e-05 3.90687e-05 -3.94091e-06
91 900 6111 -1.63862e-05 3.82975e-05 -4.81741e-06
92 910 6110 -1.28191e-05 3.72264e-05 -6.16022e-06
93 920 6109 -8.78116e-06 3.89405e-05 -6.62595e-06
94 930 6108 -4.57267e-06 4.39379e-05 -5.5994e-06
95 940 6107 4.60929e-07 4.97632e-05 -4.75894e-06
96 950 6106 6.64301e-06 5.41171e-05 -5.72818e-06
97 960 6105 1.32854e-05 5.62173e-05 -7.23403e-06
98 970 6104 1.94595e-05 5.62453e-05 -6.54067e-06
99 980 6103 2.52419e-05 5.5056e-05 -3.28126e-06
100 990 6102 3.09886e-05 5.38537e-05 -8.60467e-08
101 1000 6101 3.5453e-05 5.34814e-05 5.21791e-07
102 1010 6100 3.70571e-05 5.37716e-05 -1.1908e-06
103 1020 6099 3.66495e-05 5.38247e-05 -2.60362e-06
104 1030 6098 3.71925e-05 5.30567e-05 -1.58884e-06
105 1040 6097 3.99535e-05 5.15899e-05 1.46205e-06
106 1050 6096 4.21408e-05 4.99127e-05 4.37185e-06
107 1060 6095 4.03075e-05 4.82774e-05 5.85372e-06
108 1070 6094 3.48695e-05 4.63034e-05 5.98291e-06
109 1080 6093 2.92544e-05 4.32979e-05 4.58783e-06
110 1090 6092 2.62483e-05 3.90408e-05 1.7899e-06
111 1100 6091 2.5863e-05 3.44447e-05 -6.72949e-07
112 1110 6090 2.58826e-05 3.09823e-05 -1.7052e-06
113 1120 6089 2.40941e-05 2.89785e-05 -3.09617e-06
114 1130 6088 2.03596e-05 2.72015e-05 -7.01016e-06
115 1140 6087 1.6727e-05 2.45382e-05 -1.24855e-05
116 1150 6086 1.48623e-05 2.12316e-05 -1.62838e-05
117 1160 6085 1.43456e-05 1.84595e-05 -1.72383e-05
118 1170 6084 1.476e-05 1.68483e-05 -1.7396e-05
119 1180 6083 1.70229e-05 1.60218e-05 -1.84086e-05
120 1190 6082 2.12102e-05 1.54283e-05 -1.95286e-05
121 1200 6081 2.58891e-05 1.44135e-05 -1.95542e-05
122 1210 6080 3.0375e-05 1.2341e-05 -1.85608e-05
123 1220 6079 3.50951e-05 9.76519e-06 -1.71597e-05
124 1230 6078 3.98033e-05 8.00717e-06 -1.58219e-05
125 1240 6077 4.41384e-05 7.21445e-06 -1.51387e-05
126 1250 6076 4.89895e-05 6.59962e-06 -1.54255e-05
127 1260 6075 5.51517e-05 5.51255e-06 -1.60012e-05
128 1270 6074 6.14196e-05 3.24928e-06 -1.53412e-05
129 1280 6073 6.56815e-05 -5.05627e-07 -1.29086e-05
130 1290 6072 6.7074e-05 -5.49257e-06 -1.05777e-05
131 1300 6071 6.66681e-05 -1.2012e-05 -1.13065e-05
132 1310 6070 6.59676e-05 -2.04372e-05 -1.57949e-05
133 1320 6069 6.54973e-05 -2.93132e-05 -2.09534e-05
134 1330 6068 6.54519e-05 -3.59666e-05 -2.2881e-05
135 1340 6067 6.62755e-05 -3.91251e-05 -2.10269e-05
136 1350 6066 6.81294e-05 -3.98602e-05 -1.81565e-05
137 1360 6065 7.0116e-05 -4.01202e-05 -1.68217e-05
138 1370 6064 7.05734e-05 -4.05432e-05 -1.70769e-05
139 1380 6063 6.8571e-05 -3.98389e-05 -1.75226e-05
140 1390 6062 6.53489e-05 -3.65201e-05 -1.72754e-05
141 1400 6061 6.39067e-05 -3.15008e-05 -1.66074e-05
142 1410 6060 6.69032e-05 -2.79546e-05 -1.58636e-05
143 1420 6059 7.44639e-05 -2.78705e-05 -1.51509e-05
144 1430 6058 8.3957e-05 -2.97664e-05 -1.48138e-05
145 1440 6057 9.22484e-05 -3.0297e-05 -1.51974e-05
146 1450 6056 9.77707e-05 -2.78065e-05 -1.58598e-05
147 1460 6055 0.000100839 -2.36688e-05 -1.56676e-05
148 1470 6054 0.000103112 -2.03344e-05 -1.42362e-05
149 1480 6053 0.000106286 -1.94455e-05 -1.2605e-05
150 1490 6052 0.000110514 -2.12285e-05 -1.20049e-05
151 1500 6051 0.000113936 -2.42675e-05 -1.20384e-05
152 1510 6050 0.000114648 -2.67961e-05 -1.10348e-05
153 1520 6049 0.000112975 -2.85202e-05 -8.23643e-06
154 1530 6048 0.000110891 -3.02905e-05 -4.1778e-06
155 1540 6047 0.00010934 -3.24817e-05 1.24518e-06
156 1550 6046 0.000107228 -3.48722e-05 9.34263e-06
157 1560 6045 0.000103527 -3.75714e-05 2.0428e-05
158 1570 6044 9.94201e-05 -4.06681e-05 3.25422e-05
159 1580 6043 9.6909e-05 -4.31777e-05 4.29439e-05
160 1590 6042 9.53884e-05 -4.37883e-05 4.97548e-05
161 1600 6041 9.17946e-05 -4.22461e-05 5.24923e-05
162 1610 6040 8.49746e-05 -3.8955e-05 5.28404e-05
163 1620 6039 7.79008e-05 -3.41488e-05 5.39206e-05
164 1630 6038 7.3691e-05 -2.81067e-05 5.70708e-05
165 1640 6037 7.17999e-05 -2.2008e-05 6.04567e-05
166 1650 6036 6.96274e-05 -1.72903e-05 6.16412e-05
167 1660 6035 6.58824e-05 -1.40155e-05 6.03223e-05
168 1670 6034 6.17019e-05 -1.10569e-05 5.76877e-05
169 1680 6033 5.87058e-05 -8.20788e-06 5.45296e-05
170 1690 6032 5.61589e-05 -7.55054e-06 5.14022e-05
171 1700 6031 5.17539e-05 -1.08546e-05 4.97485e-05
172 1710 6030 4.48016e-05 -1.60014e-05 5.08208e-05
173 1720 6029 3.70859e-05 -1.85726e-05 5.39246e-05
174 1730 6028 3.11748e-05 -1.70683e-05 5.68029e-05
175 1740 6027 2.86409e-05 -1.42401e-05 5.78996e-05
176 1750 6026 2.84859e-05 -1.29171e-05 5.74517e-05
177 1760 6025 2.76218e-05 -1.29663e-05 5.60415e-05
178 1770 6024 2.42426e-05 -1.33235e-05 5.39873e-05
179 1780 6023 1.94415e-05 -1.37862e-05 5.18676e-05
180 1790 6022 1.54856e-05 -1.37795e-05 5.00691e-05
181 1800 6021 1.37843e-05 -1.23408e-05 4.84591e-05
182 1810 6020 1.41918e-05 -1.01028e-05 4.66971e-05
183 1820 6019 1.56261e-05 -9.19982e-06 4.43459e-05
184 1830 6018 1.76991e-05 -1.03213e-05 4.19976e-05
185 1840 6017 2.07905e-05 -1.1727e-05 4.121e-05
186 1850 6016 2.42163e-05 -1.1999e-05 4.20357e-05
187 1860 6015 2.62825e-05 -1.18075e-05 4.2269e-05
188 1870 6014 2.66056e-05 -1.22463e-05 4.07952e-05
189 1880 6013 2.66325e-05 -1.31365e-05 3.94845e-05
190 1890 6012 2.72688e-05 -1.38242e-05 4.00204e-05
191 1900 6011 2.77331e-05 -1.44261e-05 4.13463e-05
192 1910 6010 2.71572e-05 -1.51941e-05 4.15059e-05
193 1920 6009 2.58555e-05 -1.59795e-05 4.01796e-05
194 1930 6008 2.4576e-05 -1.73568e-05 3.87087e-05
195 1940 6007 2.39872e-05 -2.03805e-05 3.82518e-05
196 1950 6006 2.47285e-05 -2.48895e-05 3.81985e-05
197 1960 6005 2.64828e-05 -2.96526e-05 3.7015e-05
198 1970 6004 2.73096e-05 -3.37236e-05 3.44929e-05
199 1980 6003 2.51081e-05 -3.67379e-05 3.1722e-05
200 1990 6002 2.01991e-05 -3.85269e-05 2.91356e-05
64000 200
1 0 6401 0.000729251 0.000713201 0.000701854
2 10 6400 0.000684155 0.000669329 0.000656066
3 20 6399 0.00058756 0.00057496 0.000557773
4 30 6398 0.00050304 0.000491983 0.000471629
5 40 6397 0.000452592 0.000442246 0.000419912
6 50 6396 0.000418943 0.000409644 0.000385407
7 60 6395 0.000383067 0.000374975 0.000349064
8 70 6394 0.000343344 0.000334565 0.000308065
9 80 6393 0.000307936 0.000295141 0.000268728
10 90 6392 0.000280886 0.000262299 0.000235311
11 100 6391 0.000259076 0.000236163 0.000207965
12 110 6390 0.000238205 0.000213726 0.000185581
13 120 6389 0.000217569 0.000192677 0.000166896
14 130 6388 0.00019939 0.000172946 0.000150646
15 140 6387 0.000184852 0.000155637 0.000136697
16 150 6386 0.000172184 0.000141501 0.000126079
17 160 6385 0.000159049 0.000130256 0.000119031
18 170 6384 0.000145337 0.000120725 0.000114035
19 180 6383 0.000133129 0.000111712 0.000109304
20 190 6382 0.000123973 0.000102841 0.000104403
21 200 6381 0.000116915 9.40166e-05 0.000100157
22 210 6380 0.000110113 8.47317e-05 9.71865e-05
23 220 6379 0.000103402 7.54093e-05 9.4955e-05
24 230 6378 9.81079e-05 6.84076e-05 9.26296e-05
25 240 6377 9.48717e-05 6.53543e-05 9.0009e-05
26 250 6376 9.26935e-05 6.46024e-05 8.66558e-05
27 260 6375 9.00653e-05 6.31094e-05 8.17464e-05
28 270 6374 8.66308e-05 5.9547e-05 7.61231e-05
29 280 6373 8.34724e-05 5.47152e-05 7.19999e-05
30 290 6372 8.18089e-05 5.00784e-05 6.97803e-05
31 300 6371 8.18089e-05 4.64157e-05 6.76552e-05
32 310 6370 8.27528e-05 4.3439e-05 6.45567e-05
33 320 6369 8.36559e-05 4.06979e-05 6.14155e-05
34 330 6368 8.38799e-05 3.8315e-05 5.88871e-05
35 340 6367 8.35757e-05 3.66957e-05 5.61584e-05
36 350 6366 8.27402e-05 3.62714e-05 5.25632e-05
37 360 6365 8.07336e-05 3.76536e-05 4.8208e-05
38 370 6364 7.73756e-05 4.13319e-05 4.34703e-05
39 380 6363 7.37123e-05 4.65214e-05 3.89995e-05
40 390 6362 7.09936e-05 5.10731e-05 3.55438e-05
41 400 6361 6.90773e-05 5.31542e-05 3.33931e-05
42 410 6360 6.68489e-05 5.25284e-05 3.24497e-05
43 420 6359 6.3948e-05 5.02687e-05 3.23985e-05
44 430 6358 6.11724e-05 4.74764e-05 3.24243e-05
45 440 6357 5.91097e-05 4.48965e-05 3.19256e-05
46 450 6356 5.71518e-05 4.32469e-05 3.16223e-05
47 460 6355 5.39756e-05 4.3e-05 3.24189e-05
48 470 6354 4.90121e-05 4.35489e-05 3.37453e-05
49 480 6353 4.3453e-05 4.35399e-05 3.41802e-05
50 490 6352 3.86816e-05 4.27265e-05 3.26891e-05
51 500 6351 3.45157e-05 4.21187e-05 2.87597e-05
52 510 6350 3.01997e-05 4.19302e-05 2.28625e-05
53 520 6349 2.55324e-05 4.10728e-05 1.73196e-05
54 530 6348 1.98669e-05 3.9522e-05 1.49797e-05
55 540 6347 1.18743e-05 3.93518e-05 1.61946e-05
56 550 6346 1.8272e-06 4.19028e-05 1.82635e-05
57 560 6345 -8.00063e-06 4.53018e-05 1.87396e-05
58 570 6344 -1.51877e-05 4.62452e-05 1.82449e-05
